Birth Rate,Business Tax Rate,CO2 Emissions,Birth Rate Classificaton,Above Health Exp Threshold?,GDP per Capita,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
,,,Above 3%,Below Threshold,28696.19348,San Marino,,,,773907642,0.053,2161,,0.005,0.488,0.092,84,77,0.538,1,,,,26969,0.934,Europe,,,1/12/2000
0.01,,,Below 1.5%,Below Threshold,809.2750794,Serbia,,,13728,6082791506,0.074,51,,0.011,,0.063,75,70,,1,0.202,0.669,0.129,7516346,0.532,Europe,,,1/12/2000
0.01,,37312,Below 1.5%,Below Threshold,5330.401622,Slovak Republic,,,17743,28724041828,0.055,208,,0.01,0.094,0.149,77,69,0.231,1,0.197,0.689,0.114,5388720,0.562,Europe,441000000,341000000,1/12/2000
0.009,,14265,Below 1.5%,Below Threshold,10045.36008,Slovenia,,,6413,19979467790,0.083,831,,0.005,0.151,0.158,79,72,0.611,1,0.159,0.7,0.141,1988925,0.508,Europe,1016000000,544000000,1/12/2000
0.01,,294434,Below 1.5%,Below Threshold,14413.77658,Spain,,,121856,5.80345E+11,0.072,1045,,0.005,0.136,0.052,83,76,0.602,1,0.148,0.684,0.169,40263216,0.763,Europe,32656000000,7710000000,1/12/2000
0.01,,49794,Below 1.5%,Below Threshold,27869.36004,Sweden,,,47556,2.4726E+11,0.082,2282,,0.003,0.457,0.058,82,77,0.718,1,0.184,0.643,0.173,8872109,0.84,Europe,4825000000,8959000000,1/12/2000
0.011,,39050,Below 1.5%,Below Threshold,35639.48916,Switzerland,,,25005,2.56043E+11,0.099,3541,,0.005,0.471,0.043,83,77,0.647,1,0.174,0.673,0.153,7184250,0.733,Europe,8988000000,7360000000,1/12/2000
0.021,,216148,1.5-3%,Below Threshold,4219.551745,Turkey,,,76348,2.66568E+11,0.049,196,,0.034,0.038,,74,66,0.255,1,0.307,0.634,0.06,63174483,0.647,Europe,7636000000,1713000000,1/12/2000
0.008,,320774,Below 1.5%,Below Threshold,635.7089635,Ukraine,,,133794,31261527363,0.056,36,,0.016,0.007,0.415,74,62,0.017,1,0.175,0.688,0.138,49175848,0.671,Europe,563000000,561000000,1/12/2000
0.012,,543662,Below 1.5%,Below Threshold,25361.96706,United Kingdom,,,222940,1.49363E+12,0.07,1761,,0.006,0.268,0.06,80,75,0.737,1,0.19,0.652,0.158,58892514,0.787,Europe,29978000000,47009000000,1/12/2000
0.021,,18643,1.5-3%,Below Threshold,13562.73414,Bahrain,,,5865,9063147901,0.035,476,,0.011,0.062,0.116,76,74,0.308,1,0.308,0.667,0.024,668239,0.884,Middle East,854000000,425000000,1/12/2000
0.019,,372703,1.5-3%,Below Threshold,1536.722551,"Iran, Islamic Rep.",,,122983,1.01287E+11,0.046,231,,0.029,0.009,,71,69,0.015,1,0.347,0.611,0.042,65911052,0.64,Middle East,677000000,671000000,1/12/2000
0.036,,72445,Above 3%,Below Threshold,,Iraq,,,25937,,0.008,7,,0.036,,,73,69,,1,0.428,0.537,0.035,23801156,0.685,Middle East,2000000,9000000,1/12/2000
0.022,,62691,1.5-3%,Below Threshold,19859.2781,Israel,,,18234,1.24895E+11,0.074,1454,,0.006,0.209,0.128,81,77,0.732,1,0.281,0.619,0.1,6289000,0.912,Middle East,4611000000,3733000000,1/12/2000
0.031,,15508,Above 3%,Below Threshold,1763.169469,Jordan,,,4864,8457923945,0.097,171,,0.023,0.026,0.118,73,70,0.082,1,0.394,0.575,0.031,4797000,0.798,Middle East,935000000,387000000,1/12/2000
0.024,,55181,1.5-3%,Below Threshold,19786.69504,Kuwait,,,18805,37718011469,0.025,494,,0.011,0.067,0.089,74,72,0.25,1,0.257,0.712,0.031,1906231,0.981,Middle East,394000000,2852000000,1/12/2000
0.019,,15354,1.5-3%,Below Threshold,5334.880243,Lebanon,,,4907,17260364842,0.109,579,,0.017,0.08,0.182,76,73,0.23,1,0.286,0.643,0.071,3235380,0.86,Middle East,742000000,,1/12/2000
0.024,,21896,1.5-3%,Below Threshold,9061.60246,Oman,,,8083,19867880550,0.031,264,,0.014,0.035,0.101,74,70,0.074,1,0.372,0.605,0.023,2192535,0.716,Middle East,377000000,629000000,1/12/2000
0.019,,34730,1.5-3%,Below Threshold,29914.26478,Qatar,,,10876,17759889598,0.022,652,,0.011,0.049,,78,76,0.204,1,0.259,0.724,0.017,593693,0.963,Middle East,128000000,307000000,1/12/2000
0.027,,296935,1.5-3%,Below Threshold,9354.474632,Saudi Arabia,,,101325,1.88442E+11,0.042,398,,0.019,0.022,,74,71,0.068,1,0.384,0.581,0.035,20144584,0.798,Middle East,,,1/12/2000
0.03,,51048,Above 3%,Below Threshold,1180.48069,Syrian Arab Republic,,,15765,19325894913,0.049,59,,0.02,0.002,0.09,75,72,0.002,1,0.408,0.558,0.034,16371208,0.519,Middle East,1082000000,669000000,1/12/2000
0.017,,112562,1.5-3%,Below Threshold,34476.1614,United Arab Emirates,,,33944,1.04337E+11,0.022,752,,0.01,0.236,0.097,75,73,0.472,1,0.254,0.736,0.01,3026352,0.802,Middle East,1063000000,3019000000,1/12/2000
0.039,,14639,Above 3%,Below Threshold,549.9399017,"Yemen, Rep.",,,4747,9636342275,0.041,25,,0.069,0.001,0.195,62,59,0.002,1,0.486,0.485,0.029,17522537,0.263,Middle East,73000000,127000000,1/12/2000
,,,Above 3%,Below Threshold,,American Samoa,,,,,,,,,,,,,0.035,1,,,,57522,0.886,Oceania,,,1/12/2000
0.013,,329605,Below 1.5%,Below Threshold,21678.48379,Australia,,,108110,4.15208E+11,0.081,1713,,0.005,0.468,0.093,82,77,0.445,1,0.207,0.669,0.124,19153000,0.872,Oceania,13016000000,8780000000,1/12/2000
0.025,,865,1.5-3%,Below Threshold,2074.928809,Fiji,,,,1684109743,0.039,80,,0.021,0.015,0.084,70,65,0.068,1,0.351,0.615,0.034,811647,0.479,Oceania,291000000,96000000,1/12/2000
0.02,,631,1.5-3%,Below Threshold,14530.22602,French Polynesia,,,,3447543138,,,,,0.064,,75,70,0.168,1,0.318,0.64,0.043,237267,0.561,Oceania,,,1/12/2000
0.022,,,1.5-3%,Below Threshold,,Guam,,,,,,,,,0.161,,78,73,0.175,1,0.305,0.642,0.054,155328,0.931,Oceania,,,1/12/2000
0.029,,33,1.5-3%,Below Threshold,815.4891409,Kiribati,,,,67512715,0.079,65,,0.054,0.018,,68,62,0.004,1,0.399,0.567,0.034,82788,0.43,Oceania,2700000,,1/12/2000
,,77,Above 3%,Above Threshold,2126.832864,Marshall Islands,,,,110937729,0.225,466,,0.034,0.015,,68,63,0.009,1,,,,52161,0.684,Oceania,3000000,200000,1/12/2000
0.03,,136,Above 3%,Below Threshold,2170.96084,"Micronesia, Fed. Sts.",,,,233226323,0.078,170,,0.042,0.037,0.153,68,67,,1,0.403,0.56,0.037,107430,0.223,Oceania,17000000,5000000,1/12/2000
0.021,,2299,1.5-3%,Below Threshold,12579.5951,New Caledonia,,,,2682347064,,,,,0.139,,78,72,0.238,1,0.287,0.654,0.059,213230,0.618,Oceania,111000000,,1/12/2000
0.015,,32897,1.5-3%,Below Threshold,13482.54705,New Zealand,,,17056,52011621745,0.076,1052,,0.006,0.474,0.078,81,76,0.4,1,0.227,0.655,0.118,3857700,0.857,Oceania,2272000000,1235000000,1/12/2000
0.035,,2688,Above 3%,Below Threshold,654.619857,Papua New Guinea,,,,3521348155,0.04,26,,0.058,0.008,0.175,61,57,0.002,1,0.402,0.573,0.025,5379226,0.132,Oceania,7000000,50000000,1/12/2000
0.031,,139,Above 3%,Below Threshold,1372.73639,Samoa,,,,239698992,0.06,80,,0.019,0.006,,73,66,0.014,1,0.407,0.548,0.045,174614,0.22,Oceania,41000000,,1/12/2000
0.036,,165,Above 3%,Below Threshold,1055.210355,Solomon Islands,,,,435101217,0.046,48,,0.028,0.005,0.146,64,62,0.003,1,0.419,0.553,0.028,412336,0.158,Oceania,4000000,12200000,1/12/2000
0.028,,121,1.5-3%,Below Threshold,1925.473735,Tonga,,,,188623258,0.048,92,,0.015,0.024,0.113,73,69,0.002,1,0.384,0.559,0.057,97962,0.23,Oceania,7000000,,1/12/2000
0.032,,81,Above 3%,Below Threshold,1469.888862,Vanuatu,,,,272014693,0.036,52,,0.02,0.021,0.099,69,66,0.002,1,0.415,0.552,0.033,185058,0.217,Oceania,69000000,9000000,1/12/2000
0.02,,345,1.5-3%,Below Threshold,10144.41313,Antigua and Barbuda,,,,787693391,0.04,408,,0.014,0.065,0.122,76,71,0.283,1,0.292,0.637,0.071,77648,0.321,The Americas,291000000,31000000,1/12/2000
0.019,,141077,1.5-3%,Below Threshold,9329.116195,Argentina,,,60954,3.44273E+11,0.092,710,,0.018,0.07,0.111,78,70,0.176,1,0.279,0.621,0.099,36903067,0.891,The Americas,3195000000,5460000000,1/12/2000
0.014,,2233,Below 1.5%,Below Threshold,20619.56585,Aruba,,,,1873452514,,,,,0.154,0.121,76,71,0.165,1,0.232,0.692,0.076,90858,0.467,The Americas,850000000,163000000,1/12/2000
0.018,,1668,1.5-3%,Below Threshold,21250.58185,"Bahamas, The",,,,6327552000,0.052,1107,,0.013,0.08,0.06,75,69,0.106,1,0.293,0.654,0.054,297759,0.82,The Americas,1753000000,348000000,1/12/2000
0.013,,1188,Below 1.5%,Below Threshold,11675.2124,Barbados,,,,3119500000,0.063,602,,0.015,0.04,0.102,75,71,0.107,1,0.219,0.666,0.115,267190,0.338,The Americas,733000000,141000000,1/12/2000
0.029,,689,1.5-3%,Below Threshold,3486.164318,Belize,,,,831750000,0.04,139,,0.021,0.06,0.16,74,67,0.07,1,0.402,0.555,0.043,238586,0.477,The Americas,111000000,44000000,1/12/2000
0.014,,495,Below 1.5%,Below Threshold,56284.16865,Bermuda,,,,3480219000,,,,,0.429,,81,75,0.207,1,,,,61833,1,The Americas,431000000,,1/12/2000
0.031,,10224,Above 3%,Below Threshold,988.5332893,Bolivia,,,3737,8397858185,0.061,60,,0.057,0.014,0.346,65,61,0.069,1,0.398,0.56,0.042,8495271,0.618,The Americas,101000000,116000000,1/12/2000
0.021,,327984,1.5-3%,Below Threshold,3694.463636,Brazil,,,187442,6.44702E+11,0.072,265,,0.029,0.029,0.568,74,67,0.133,1,0.296,0.649,0.055,174504898,0.812,The Americas,1969000000,4548000000,1/12/2000
0.011,,534484,Below 1.5%,Below Threshold,24031.95351,Canada,,,251450,7.39456E+11,0.088,2090,,0.005,0.513,0.073,82,77,0.284,1,0.192,0.683,0.125,30769700,0.795,The Americas,13035000000,15125000000,1/12/2000
,,455,Above 3%,Below Threshold,,Cayman Islands,,,,,,,,,,,,,0.257,1,,,,41685,1,The Americas,559000000,,1/12/2000
0.017,,58694,1.5-3%,Below Threshold,5133.077311,Chile,,,25174,79328640264,0.077,390,,0.009,0.166,0.148,80,74,0.22,1,0.278,0.65,0.072,15454402,0.861,The Americas,1179000000,904000000,1/12/2000
0.023,,57924,1.5-3%,Below Threshold,2503.549492,Colombia,,,25814,99886577576,0.059,148,,0.021,0.022,0.188,75,67,0.057,1,0.328,0.624,0.047,39897984,0.721,The Americas,1313000000,1452000000,1/12/2000
0.02,,5475,1.5-3%,Below Threshold,4058.044534,Costa Rica,,,2874,15946443103,0.071,287,,0.011,0.058,0.249,80,75,0.054,1,0.315,0.631,0.055,3929588,0.59,The Americas,1477000000,551000000,1/12/2000
0.013,,26039,Below 1.5%,Below Threshold,2744.124479,Cuba,,,12859,30565200000,0.061,166,,0.007,0.005,,79,75,0.001,1,0.216,0.685,0.099,11138416,0.753,The Americas,1948000000,,1/12/2000
,,,Above 3%,Below Threshold,,Curacao,,,,,,,,,,,,,,1,0.249,0.648,0.103,133860,0.908,The Americas,227000000,,1/12/2000
,,103,Above 3%,Below Threshold,4656.551228,Dominica,,,,324463833,0.05,231,,0.014,0.088,0.117,,,0.017,1,,,,69679,0.653,The Americas,48000000,9000000,1/12/2000
0.025,,20117,1.5-3%,Below Threshold,2769.882322,Dominican Republic,,,7499,23996656676,0.063,173,,0.033,0.037,0.268,74,68,0.081,1,0.349,0.599,0.051,8663421,0.617,The Americas,2860000000,440000000,1/12/2000
0.025,,20942,1.5-3%,Below Threshold,1462.32021,Ecuador,,,7815,18327386416,0.036,53,,0.028,0.015,0.171,76,71,0.038,1,0.345,0.604,0.051,12533087,0.603,The Americas,451000000,416000000,1/12/2000
0.025,,5743,1.5-3%,Below Threshold,2204.154062,El Salvador,,,3968,13134100000,0.081,179,,0.027,0.012,0.14,74,65,0.125,1,0.383,0.562,0.055,5958794,0.589,The Americas,437000000,219000000,1/12/2000
0.016,,532,1.5-3%,Below Threshold,19004.00345,Greenland,,,,1068024994,,,,,0.317,,70,64,0.269,1,,,,56200,0.816,The Americas,,,1/12/2000
0.019,,191,1.5-3%,Below Threshold,5149.147363,Grenada,,,,523256355,0.066,339,,0.014,0.041,0.116,73,68,0.042,1,0.35,0.572,0.078,101620,0.359,The Americas,93000000,8000000,1/12/2000
0.037,,9916,Above 3%,Below Threshold,1721.72898,Guatemala,,,7041,19290566570,0.056,96,,0.04,0.007,0.209,71,64,0.076,1,0.441,0.519,0.04,11204183,0.451,The Americas,498000000,216000000,1/12/2000
0.022,,1610,1.5-3%,Below Threshold,957.2809754,Guyana,,,,712667925,0.058,56,,0.039,0.066,0.173,67,60,0.054,1,0.354,0.602,0.045,744471,0.287,The Americas,80000000,77000000,1/12/2000
0.031,,1368,Above 3%,Below Threshold,427.186277,Haiti,,,2010,3664503846,0.061,26,,0.075,0.002,0.314,59,56,0.006,1,0.403,0.557,0.04,8578234,0.356,The Americas,128000000,173000000,1/12/2000
0.032,,5031,Above 3%,Below Threshold,1139.517302,Honduras,,,2990,7105529647,0.066,76,,0.031,0.012,0.268,73,68,0.025,1,0.424,0.537,0.039,6235561,0.455,The Americas,263000000,198000000,1/12/2000
0.021,,10319,1.5-3%,Below Threshold,3479.056151,Jamaica,,,3829,9008629729,0.055,189,,0.02,0.031,0.233,73,68,0.142,1,0.327,0.599,0.075,2589389,0.518,The Americas,1577000000,238000000,1/12/2000
0.024,,381518,1.5-3%,Below Threshold,6581.537118,Mexico,,,145384,6.83648E+11,0.051,328,,0.022,0.051,0.169,77,72,0.136,1,0.341,0.61,0.049,103873607,0.747,The Americas,9133000000,6365000000,1/12/2000
0.028,,3762,1.5-3%,Below Threshold,1001.256442,Nicaragua,,,2522,5107329010,0.054,54,,0.033,0.01,0.181,72,67,0.018,1,0.409,0.554,0.037,5100920,0.547,The Americas,129000000,126000000,1/12/2000
0.024,,5790,1.5-3%,Below Threshold,3803.998413,Panama,,,2569,11620500000,0.078,295,,0.022,0.066,0.105,78,73,0.134,1,0.321,0.623,0.055,3054812,0.622,The Americas,628000000,241000000,1/12/2000
0.028,,3689,1.5-3%,Below Threshold,1531.888909,Paraguay,,,3850,8195993231,0.081,124,,0.028,0.007,0.268,72,68,0.153,1,0.382,0.574,0.044,5350253,0.553,The Americas,88000000,154000000,1/12/2000
0.024,,30297,1.5-3%,Below Threshold,1949.267968,Peru,,,12222,50681123109,0.047,96,,0.03,0.031,0.3,73,68,0.049,1,0.341,0.611,0.048,26000080,0.73,The Americas,861000000,641000000,1/12/2000
0.016,,,1.5-3%,Below Threshold,16192.1296,Puerto Rico,,,,61701810000,,,,,0.105,,81,73,0.347,1,0.236,0.651,0.113,3810605,0.944,The Americas,2388000000,1333000000,1/12/2000
,,,Above 3%,Below Threshold,,Sint Maarten (Dutch part),,,,,,,,,,,,,,1,,,,30519,1,The Americas,511000000,127000000,1/12/2000
,,103,Above 3%,Below Threshold,9146.47273,St. Kitts and Nevis,,,,416566954,0.043,392,,0.014,0.059,0.111,,,0.026,1,,,,45544,0.328,The Americas,58000000,9000000,1/12/2000
0.02,,330,1.5-3%,Below Threshold,4870.739686,St. Lucia,,,,764457723,0.056,272,,0.015,0.051,0.131,73,70,0.016,1,0.322,0.602,0.076,156949,0.278,The Americas,281000000,33000000,1/12/2000
0.017,,,1.5-3%,Below Threshold,,St. Martin (French part),,,,,,,,,,,80,74,,1,,,,28384,,The Americas,,,1/12/2000
0.02,,158,1.5-3%,Below Threshold,3683.577922,St. Vincent and the Grenadines,,,,397447007,0.037,137,,0.019,0.032,0.115,73,68,0.022,1,0.314,0.616,0.069,107897,0.452,The Americas,82000000,10000000,1/12/2000
0.023,,2127,1.5-3%,Below Threshold,1911.775318,Suriname,,,,892164364,0.087,167,,0.03,0.025,0.29,71,65,0.088,1,0.306,0.637,0.057,466668,0.664,The Americas,42000000,67000000,1/12/2000
0.015,,24514,1.5-3%,Below Threshold,6430.949785,Trinidad and Tobago,,,10854,8154315708,0.04,260,,0.025,0.077,0.165,72,65,0.128,1,0.256,0.679,0.065,1267980,0.108,The Americas,371000000,190000000,1/12/2000
,,15,Above 3%,Below Threshold,,Turks and Caicos Islands,,,,,,,,,,,,,,1,,,,18876,0.846,The Americas,285000000,,1/12/2000
0.014,,5713560,Below 1.5%,Above Threshold,36467.29543,United States,,,2273332,1.02897E+13,0.136,4790,,0.007,0.431,0.092,79,74,0.385,1,0.213,0.663,0.124,282162411,0.791,The Americas,1.20912E+11,91473000000,1/12/2000
0.016,,5306,1.5-3%,Below Threshold,6872.733686,Uruguay,,,3092,22823255806,0.112,773,,0.015,0.105,0.461,78,71,0.124,1,0.246,0.624,0.131,3320841,0.92,The Americas,827000000,381000000,1/12/2000
0.024,,152415,1.5-3%,Below Threshold,4799.66181,"Venezuela, RB",,,56424,1.17148E+11,0.057,273,,0.018,0.034,0.252,75,70,0.223,1,0.337,0.617,0.046,24407553,0.88,The Americas,469000000,1647000000,1/12/2000
0.014,,,Below 1.5%,Below Threshold,,Virgin Islands (U.S.),,,,,,,,,0.138,,80,73,0.323,1,0.259,0.655,0.086,108639,0.926,The Americas,1206000000,,1/12/2000
0.019,,84293,1.5-3%,Below Threshold,1702.780079,Algeria,,,27072,54744716706,0.038,65,,0.033,0.006,0.095,71,68,0.003,1,0.33,0.63,0.04,32150198,0.607,Africa,100000000,194000000,1/12/2001
0.05,,9732,Above 3%,Below Threshold,621.1959301,Angola,,,7883,8936079253,0.058,36,,0.127,0.001,0.96,47,45,0.005,1,0.477,0.499,0.025,14385283,0.332,Africa,35000000,80000000,1/12/2001
0.042,,1738,Above 3%,Below Threshold,348.3345495,Benin,,,2109,2499269391,0.047,16,,0.088,0.004,,57,54,0.017,1,0.453,0.518,0.029,7174911,0.387,Africa,86000000,48000000,1/12/2001
0.027,,4334,1.5-3%,Below Threshold,3078.279632,Botswana,,,1868,5489646903,0.052,175,,0.054,0.034,0.158,51,48,0.186,1,0.377,0.593,0.03,1783349,0.541,Africa,235000000,215000000,1/12/2001
0.046,,997,Above 3%,Below Threshold,235.4617988,Burkina Faso,,,,2812845486,0.049,12,,0.095,0.002,,52,50,0.006,1,0.467,0.506,0.027,11946080,0.185,Africa,25000000,35000000,1/12/2001
0.042,,216,Above 3%,Below Threshold,128.1980583,Burundi,,,,876794723,0.068,7,,0.089,0.001,0.168,50,47,0.005,1,0.484,0.487,0.029,6839376,0.085,Africa,900000,12000000,1/12/2001
0.041,,3421,Above 3%,Below Threshold,589.1651391,Cameroon,,,6384,9633109257,0.047,27,,0.09,0.003,0.207,53,51,0.026,1,0.451,0.515,0.034,16350440,0.461,Africa,182000000,199000000,1/12/2001
0.039,,246,Above 3%,Below Threshold,251.571807,Central African Republic,,,,931833294,0.04,10,,0.113,0.001,0.207,45,42,0.003,1,0.422,0.538,0.04,3704045,0.377,Africa,5000000,29000000,1/12/2001
0.051,,172,Above 3%,Below Threshold,198.2791131,Chad,,,,1709347777,0.06,12,,0.105,0,0.207,48,46,0.003,1,0.491,0.481,0.028,8620917,0.217,Africa,23000000,56000000,1/12/2001
0.039,,88,Above 3%,Below Threshold,406.1354285,Comoros,,,,220115655,0.028,11,,0.073,0.004,0.12,60,57,,1,0.414,0.555,0.031,541976,0.28,Africa,9000000,,1/12/2001
0.047,,1566,Above 3%,Below Threshold,154.4248583,"Congo, Dem. Rep.",,,17242,7438189100,0.043,6,,0.114,0,,48,45,0.003,1,0.464,0.507,0.028,48167045,0.356,Africa,,,1/12/2001
0.039,,862,Above 3%,Below Threshold,871.6709433,"Congo, Rep.",,,884,2794259756,0.024,21,,0.075,0,0.207,54,51,0.047,1,0.419,0.545,0.036,3205636,0.592,Africa,22600000,82000000,1/12/2001
0.038,,7726,Above 3%,Below Threshold,642.2152213,Cote d'Ivoire,,,6483,10545285037,0.052,34,,0.098,0.004,,47,46,0.044,1,0.421,0.55,0.029,16420173,0.442,Africa,58000000,289000000,1/12/2001
0.03,,385,Above 3%,Below Threshold,780.1451225,Djibouti,,,,572417441,0.054,41,,0.078,0.003,0.115,59,56,0.004,1,0.407,0.562,0.031,733732,0.766,Africa,8600000,12900000,1/12/2001
0.025,,125452,1.5-3%,Below Threshold,1452.766703,"Egypt, Arab Rep.",,,45698,97632008051,0.058,76,,0.034,0.008,0.133,71,66,0.042,1,0.348,0.598,0.054,67204189,0.428,Africa,4119000000,1248000000,1/12/2001
0.039,,3095,Above 3%,Below Threshold,2733.185323,Equatorial Guinea,,,,1461139008,0.015,50,,0.096,0.002,0.207,49,47,0.028,1,0.423,0.541,0.036,534592,0.388,Africa,14000000,30000000,1/12/2001
0.04,,631,Above 3%,Below Threshold,183.4325247,Eritrea,,,742,752368494,0.039,7,,0.056,0.002,,59,54,,1,0.462,0.519,0.019,4101609,0.178,Africa,74000000,,1/12/2001
0.043,,4309,Above 3%,Below Threshold,118.9062532,Ethiopia,,,26171,8080496318,0.047,6,,0.087,0,0.109,54,52,0,1,0.466,0.504,0.031,67956866,0.149,Africa,218000000,50000000,1/12/2001
0.034,,1782,Above 3%,Below Threshold,3754.363924,Gabon,,,1579,4712849280,0.033,125,,0.055,0.013,0.207,61,58,0.119,1,0.404,0.538,0.058,1255299,0.809,Africa,46000000,256000000,1/12/2001
0.045,,282,Above 3%,Below Threshold,542.6821766,"Gambia, The",,,,687410629,0.046,25,,0.062,0.013,0.24,57,54,0.043,1,0.459,0.515,0.027,1266691,0.488,Africa,,,1/12/2001
0.034,,6920,Above 3%,Below Threshold,275.476271,Ghana,,,8045,5314871684,0.056,15,,0.063,0.002,,58,56,0.013,1,0.412,0.557,0.031,19293392,0.446,Africa,374000000,165000000,1/12/2001
0.042,,1298,Above 3%,Below Threshold,318.5306699,Guinea,,,,2833442750,0.059,19,,0.099,0.002,,51,51,0.006,1,0.44,0.526,0.034,8895353,0.314,Africa,8200000,26000000,1/12/2001
0.041,,150,Above 3%,Below Threshold,295.1956907,Guinea-Bissau,,,,384270400,0.05,15,,0.106,0.003,,53,51,,1,0.434,0.535,0.031,1301748,0.375,Africa,2700000,5500000,1/12/2001
0.039,,9369,Above 3%,Below Threshold,404.2162063,Kenya,,,14259,12985991723,0.046,19,,0.068,0.006,0.197,54,52,0.019,1,0.438,0.534,0.028,32126351,0.202,Africa,536000000,183000000,1/12/2001
0.031,,,Above 3%,Below Threshold,377.4677708,Lesotho,,,,706430933,0.075,28,,0.082,0.003,0.166,46,45,0.03,1,0.41,0.545,0.046,1871500,0.201,Africa,16000000,166000000,1/12/2001
0.042,,502,Above 3%,Below Threshold,171.7370789,Liberia,,,,515000000,0.064,11,,0.112,0,0.221,53,52,0.001,1,0.432,0.537,0.031,2998770,0.447,Africa,,,1/12/2001
0.022,,48100,1.5-3%,Below Threshold,5404.462368,Libya,,,16361,28420321952,0.041,261,,0.024,0.004,0.07,74,71,0.01,1,0.326,0.634,0.04,5258677,0.764,Africa,90000000,572000000,1/12/2001
0.04,,1742,Above 3%,Below Threshold,278.9874499,Madagascar,,,,4529575233,0.05,14,,0.067,0.002,0.253,60,58,0.009,1,0.455,0.516,0.03,16235767,0.274,Africa,149000000,179000000,1/12/2001
0.045,,906,Above 3%,Below Threshold,147.6793904,Malawi,,,,1716502069,0.051,8,,0.097,0.002,0.562,46,46,0.005,1,0.46,0.51,0.03,11623166,0.147,Africa,40000000,52000000,1/12/2001
0.048,,546,Above 3%,Below Threshold,248.9630622,Mali,,,,2629739067,0.064,18,,0.113,0.002,,49,50,0.002,1,0.461,0.505,0.034,10562768,0.291,Africa,91000000,65000000,1/12/2001
0.038,,1349,Above 3%,Below Threshold,464.1167288,Mauritania,,,,1295536829,0.048,19,,0.076,0.003,0.225,61,58,0.04,1,0.426,0.543,0.032,2791403,0.5,Africa,,,1/12/2001
0.016,,2967,1.5-3%,Below Threshold,3780.828848,Mauritius,,,,4536544699,0.038,147,,0.015,0.088,0.211,75,68,0.228,1,0.255,0.683,0.063,1199881,0.425,Africa,820000000,216000000,1/12/2001
0.021,,37715,1.5-3%,Below Threshold,1299.902556,Morocco,,,10894,37724674865,0.044,58,,0.041,0.014,0.133,70,67,0.164,1,0.333,0.619,0.048,29021156,0.537,Africa,2966000000,589000000,1/12/2001
0.045,,1580,Above 3%,Below Threshold,216.9227346,Mozambique,,,7547,4075049537,0.056,12,,0.109,0.002,0.227,49,46,0.008,1,0.44,0.529,0.032,18785719,0.293,Africa,64000000,132000000,1/12/2001
0.031,,2017,Above 3%,Below Threshold,1836.495966,Namibia,,,1127,3546791603,0.062,113,,0.049,0.024,0.145,56,52,0.055,1,0.403,0.564,0.033,1931282,0.329,Africa,264000000,71000000,1/12/2001
0.053,,759,Above 3%,Below Threshold,170.6961622,Niger,,,,1945327546,0.074,12,,0.098,0.001,,51,51,0,1,0.481,0.494,0.025,11396434,0.163,Africa,30000000,33000000,1/12/2001
0.043,,83351,Above 3%,Below Threshold,350.2878211,Nigeria,,,94633,44138014092,0.048,18,,0.11,0.001,0.234,47,46,0.002,1,0.435,0.538,0.028,126004992,0.357,Africa,168000000,858000000,1/12/2001
0.04,,689,Above 3%,Below Threshold,191.1740357,Rwanda,,,,1674685126,0.044,8,,0.101,0.002,0.173,50,48,0.007,1,0.464,0.507,0.029,8760003,0.158,Africa,29000000,33000000,1/12/2001
0.037,,51,Above 3%,Below Threshold,539.9338637,Sao Tome and Principe,,,,76553443,0.103,52,,0.056,0.063,0.37,65,62,,1,0.434,0.526,0.04,141783,0.544,Africa,6200000,2000000,1/12/2001
0.04,,4331,Above 3%,Below Threshold,482.0184933,Senegal,,,2592,4877602012,0.05,24,,0.067,0.01,,60,57,0.03,1,0.449,0.519,0.032,10119118,0.405,Africa,175000000,112000000,1/12/2001
0.018,,642,1.5-3%,Below Threshold,7615.988535,Seychelles,,,,618433501,0.047,356,,0.012,0.11,0.106,,,0.452,1,0.275,0.645,0.08,81202,0.503,Africa,221000000,41000000,1/12/2001
