Area Code,Date,Margin,Marketing,Product Type,Product Id,Product,Profit,Sales,State,Total Expenses
818,1/2/2017,-78,144,Veg Burger,3,Veg Char Grilled,-351,366,California,273
702,1/2/2017,129,0,NonVeg Burger,4,Crispy Chicken,93,129,Nevada,36
775,1/2/2017,81,15,NonVeg Burger,5,Chicken Fillet,30,135,Nevada,51
775,1/2/2017,84,15,NonVeg Burger,6,Chicken Char Grilled,33,141,Nevada,51
702,1/2/2017,105,24,Veg Burger,3,Veg Char Grilled,18,189,Nevada,87
775,1/2/2017,507,330,Veg Pizza,8,Margherita,78,870,Nevada,429
775,1/2/2017,618,144,Veg Pizza,9,Veggie Loaded,345,1062,Nevada,273
702,1/2/2017,450,99,Veg Pizza,10,My Own Veg,282,762,Nevada,168
775,1/2/2017,933,231,NonVeg Pizza,11,Spicy Chicken,606,1635,Nevada,327
702,1/2/2017,687,189,NonVeg Pizza,12,Chicken Loaded,426,1371,Nevada,261
702,1/2/2017,-720,273,NonVeg Pizza,13,Pepperoni,-1026,69,Nevada,375
775,1/2/2017,123,36,Veg Burger,2,Veggie Delight,-15,222,Nevada,138
503,1/2/2017,219,66,NonVeg Burger,4,Crispy Chicken,54,396,Oregon,165
541,1/2/2017,240,57,NonVeg Burger,5,Chicken Fillet,99,420,Oregon,141
971,1/2/2017,510,141,NonVeg Burger,6,Chicken Char Grilled,297,1020,Oregon,213
971,1/2/2017,228,48,Veg Burger,3,Veg Char Grilled,114,384,Oregon,114
971,1/2/2017,144,27,Veg Pizza,8,Margherita,84,243,Oregon,60
541,1/2/2017,168,42,Veg Pizza,9,Veggie Loaded,90,300,Oregon,78
541,1/2/2017,102,18,NonVeg Pizza,11,Spicy Chicken,51,168,Oregon,51
971,1/2/2017,360,78,NonVeg Pizza,12,Chicken Loaded,186,600,Oregon,174
503,1/2/2017,360,78,NonVeg Pizza,13,Pepperoni,213,618,Oregon,147
971,1/2/2017,225,147,Veg Burger,1,Crispy Veg,-12,387,Oregon,237
503,1/2/2017,270,63,Veg Burger,2,Veggie Delight,75,465,Oregon,195
360,1/2/2017,186,45,NonVeg Burger,4,Crispy Chicken,105,330,Washington,81
253,1/2/2017,195,60,NonVeg Burger,5,Chicken Fillet,36,354,Washington,159
509,1/2/2017,252,63,NonVeg Burger,6,Chicken Char Grilled,123,462,Washington,129
206,1/2/2017,384,249,Veg Burger,3,Veg Char Grilled,45,660,Washington,339
206,1/2/2017,585,126,Veg Pizza,8,Margherita,363,975,Washington,222
509,1/2/2017,168,30,Veg Pizza,9,Veggie Loaded,102,282,Washington,66
360,1/2/2017,327,60,NonVeg Pizza,11,Spicy Chicken,198,522,Washington,129
206,1/2/2017,243,51,NonVeg Pizza,12,Chicken Loaded,123,411,Washington,120
253,1/2/2017,270,174,NonVeg Pizza,13,Pepperoni,9,465,Washington,261
509,1/2/2017,252,54,Veg Burger,2,Veggie Delight,132,426,Washington,120
720,1/3/2017,378,72,Veg Burger,1,Crispy Veg,270,639,Colorado,108
970,1/3/2017,327,81,Veg Burger,2,Veggie Delight,207,579,Colorado,120
720,1/3/2017,417,78,Veg Burger,3,Veg Char Grilled,303,702,Colorado,114
720,1/3/2017,165,42,NonVeg Pizza,13,Pepperoni,87,294,Colorado,78
719,1/3/2017,351,66,NonVeg Burger,5,Chicken Fillet,252,594,Colorado,99
970,1/3/2017,324,69,NonVeg Burger,6,Chicken Char Grilled,162,540,Colorado,162
719,1/3/2017,489,135,Veg Pizza,8,Margherita,282,975,Colorado,207
970,1/3/2017,219,141,Veg Pizza,9,Veggie Loaded,-12,375,Colorado,231
720,1/3/2017,231,54,Veg Pizza,10,My Own Veg,93,402,Colorado,138
970,1/3/2017,213,66,NonVeg Pizza,11,Spicy Chicken,48,387,Colorado,165
303,1/3/2017,219,57,NonVeg Pizza,12,Chicken Loaded,96,405,Colorado,123
217,1/3/2017,639,150,Veg Burger,2,Veggie Delight,357,1101,Illinois,282
630,1/3/2017,474,102,Veg Burger,3,Veg Char Grilled,306,801,Illinois,168
312,1/3/2017,972,240,NonVeg Burger,5,Chicken Fillet,633,1701,Illinois,339
773,1/3/2017,717,198,NonVeg Burger,6,Chicken Char Grilled,444,1434,Illinois,273
224,1/3/2017,378,72,Veg Pizza,8,Margherita,273,639,Illinois,105
630,1/3/2017,327,81,Veg Pizza,9,Veggie Loaded,210,579,Illinois,117
773,1/3/2017,417,78,Veg Pizza,10,My Own Veg,306,702,Illinois,111
815,1/3/2017,351,66,NonVeg Pizza,11,Spicy Chicken,252,594,Illinois,99
773,1/3/2017,324,69,NonVeg Pizza,12,Chicken Loaded,159,540,Illinois,165
712,1/3/2017,81,15,Veg Burger,1,Crispy Veg,30,135,Iowa,51
641,1/3/2017,105,24,Veg Burger,2,Veggie Delight,18,189,Iowa,87
563,1/3/2017,93,21,Veg Burger,3,Veg Char Grilled,36,162,Iowa,57
712,1/3/2017,75,12,NonVeg Burger,5,Chicken Fillet,27,123,Iowa,48
563,1/3/2017,129,0,NonVeg Burger,6,Chicken Char Grilled,96,129,Iowa,33
641,1/3/2017,972,240,Veg Pizza,8,Margherita,636,1701,Iowa,336
319,1/3/2017,474,102,Veg Pizza,9,Veggie Loaded,306,801,Iowa,168
515,1/3/2017,717,198,NonVeg Pizza,11,Spicy Chicken,444,1434,Iowa,273
515,1/3/2017,903,279,NonVeg Pizza,12,Chicken Loaded,525,1638,Iowa,378
573,1/3/2017,312,96,Veg Burger,2,Veggie Delight,117,567,Missouri,195
573,1/3/2017,267,66,Veg Burger,3,Veg Char Grilled,135,489,Missouri,132
573,1/3/2017,126,36,NonVeg Pizza,13,Pepperoni,-12,225,Missouri,138
573,1/3/2017,216,39,NonVeg Burger,5,Chicken Fillet,141,363,Missouri,75
660,1/3/2017,210,39,NonVeg Burger,6,Chicken Char Grilled,135,354,Missouri,75
816,1/3/2017,189,120,Veg Pizza,8,Margherita,-18,321,Missouri,207
636,1/3/2017,54,81,Veg Pizza,9,Veggie Loaded,-96,318,Missouri,150
417,1/3/2017,147,33,NonVeg Pizza,11,Spicy Chicken,33,255,Missouri,114
417,1/3/2017,126,36,NonVeg Pizza,12,Chicken Loaded,-9,225,Missouri,135
937,1/3/2017,231,54,Veg Burger,1,Crispy Veg,96,402,Ohio,135
740,1/3/2017,216,45,Veg Burger,2,Veggie Delight,105,363,Ohio,111
513,1/3/2017,219,141,Veg Burger,3,Veg Char Grilled,-12,375,Ohio,231
513,1/3/2017,378,81,NonVeg Pizza,11,Spicy Chicken,204,630,Ohio,174
513,1/3/2017,375,81,NonVeg Pizza,12,Chicken Loaded,222,642,Ohio,153
234,1/3/2017,213,66,NonVeg Burger,6,Chicken Char Grilled,45,387,Ohio,168
513,1/3/2017,489,135,NonVeg Burger,5,Chicken Fillet,282,975,Ohio,207
234,1/3/2017,96,15,Veg Pizza,8,Margherita,45,159,Ohio,51
740,1/3/2017,141,24,Veg Pizza,9,Veggie Loaded,84,237,Ohio,57
262,1/3/2017,198,60,Veg Burger,1,Crispy Veg,39,360,Wisconsin,159
262,1/3/2017,396,258,Veg Burger,2,Veggie Delight,51,681,Wisconsin,345
414,1/3/2017,324,78,Veg Burger,3,Veg Char Grilled,165,564,Wisconsin,159
414,1/3/2017,231,48,NonVeg Pizza,11,Spicy Chicken,114,387,Wisconsin,117
920,1/3/2017,261,171,NonVeg Pizza,12,Chicken Loaded,3,450,Wisconsin,258
715,1/3/2017,189,48,NonVeg Burger,6,Chicken Char Grilled,102,336,Wisconsin,87
715,1/3/2017,252,66,NonVeg Burger,5,Chicken Fillet,123,465,Wisconsin,129
262,1/3/2017,315,57,Veg Pizza,8,Margherita,189,501,Wisconsin,126
715,1/3/2017,216,39,Veg Pizza,9,Veggie Loaded,141,363,Wisconsin,75
959,1/3/2017,216,39,NonVeg Pizza,11,Spicy Chicken,141,363,Connecticut,75
860,1/3/2017,111,21,NonVeg Pizza,13,Pepperoni,54,186,Connecticut,57
860,1/3/2017,213,51,NonVeg Burger,6,Chicken Char Grilled,78,372,Connecticut,135
860,1/3/2017,261,171,NonVeg Burger,5,Chicken Fillet,0,450,Connecticut,261
475,1/3/2017,558,120,Veg Burger,2,Veggie Delight,342,927,Connecticut,216
203,1/3/2017,312,96,Veg Pizza,9,Veggie Loaded,117,567,Connecticut,195
203,1/3/2017,267,66,Veg Pizza,10,My Own Veg,138,489,Connecticut,129
863,1/3/2017,144,27,NonVeg Pizza,11,Spicy Chicken,81,243,Florida,63
813,1/3/2017,216,39,NonVeg Pizza,13,Pepperoni,141,363,Florida,75
941,1/3/2017,324,78,NonVeg Burger,6,Chicken Char Grilled,162,564,Florida,162
941,1/3/2017,396,258,NonVeg Burger,5,Chicken Fillet,51,681,Florida,345
321,1/3/2017,375,81,Veg Burger,3,Veg Char Grilled,222,642,Florida,153
561,1/3/2017,378,81,Veg Burger,2,Veggie Delight,201,630,Florida,177
863,1/3/2017,189,48,Veg Pizza,8,Margherita,105,336,Florida,84
772,1/3/2017,198,60,Veg Pizza,9,Veggie Loaded,36,360,Florida,162
813,1/3/2017,252,66,Veg Pizza,10,My Own Veg,120,465,Florida,132
978,1/3/2017,141,24,NonVeg Pizza,11,Spicy Chicken,84,237,Massachusetts,57
857,1/3/2017,96,15,NonVeg Pizza,13,Pepperoni,45,159,Massachusetts,51
508,1/3/2017,489,135,NonVeg Burger,7,Mutton Char Grilled,282,975,Massachusetts,207
508,1/3/2017,219,141,NonVeg Burger,5,Chicken Fillet,-12,375,Massachusetts,231
978,1/3/2017,1260,69,Veg Burger,2,Veggie Delight,1098,1476,Massachusetts,162
508,1/3/2017,213,66,Veg Pizza,9,Veggie Loaded,48,387,Massachusetts,165
603,1/3/2017,81,15,NonVeg Pizza,11,Spicy Chicken,33,135,New Hampshire,48
603,1/3/2017,129,0,NonVeg Pizza,13,Pepperoni,96,129,New Hampshire,33
603,1/3/2017,126,36,NonVeg Burger,7,Mutton Char Grilled,-12,225,New Hampshire,138
603,1/3/2017,189,120,NonVeg Burger,5,Chicken Fillet,-21,321,New Hampshire,210
603,1/3/2017,192,39,Veg Burger,1,Crispy Veg,87,321,New Hampshire,105
603,1/3/2017,216,45,Veg Burger,2,Veggie Delight,78,357,New Hampshire,138
603,1/3/2017,126,36,Veg Pizza,9,Veggie Loaded,-9,225,New Hampshire,135
716,1/3/2017,417,78,NonVeg Pizza,11,Spicy Chicken,306,702,New York,111
315,1/3/2017,378,72,NonVeg Pizza,12,Chicken Loaded,273,639,New York,105
518,1/3/2017,351,66,NonVeg Pizza,13,Pepperoni,249,594,New York,102
607,1/3/2017,-186,339,NonVeg Burger,5,Chicken Fillet,-624,189,New York,438
718,1/3/2017,852,198,NonVeg Burger,7,Mutton Char Grilled,582,1569,New York,270
718,1/3/2017,1215,282,Veg Burger,2,Veggie Delight,777,2025,New York,438
516,1/3/2017,804,279,Veg Pizza,9,Veggie Loaded,423,1539,New York,381
914,1/3/2017,-96,198,Veg Pizza,10,My Own Veg,-357,546,New York,261
318,1/3/2017,261,171,NonVeg Burger,4,Crispy Chicken,3,450,Louisiana,258
318,1/3/2017,315,57,NonVeg Burger,5,Chicken Fillet,189,501,Louisiana,126
504,1/3/2017,231,48,NonVeg Burger,6,Chicken Char Grilled,114,387,Louisiana,117
337,1/3/2017,186,45,Veg Pizza,8,Margherita,102,330,Louisiana,84
318,1/3/2017,312,96,Veg Pizza,9,Veggie Loaded,117,567,Louisiana,195
318,1/3/2017,216,39,Veg Burger,3,Veg Char Grilled,141,363,Louisiana,75
225,1/3/2017,147,27,Veg Burger,2,Veggie Delight,87,246,Louisiana,60
505,1/3/2017,126,36,NonVeg Burger,4,Crispy Chicken,-9,225,New Mexico,135
505,1/3/2017,189,120,NonVeg Burger,5,Chicken Fillet,-21,321,New Mexico,210
505,1/3/2017,147,33,NonVeg Burger,6,Chicken Char Grilled,33,255,New Mexico,114
505,1/3/2017,81,15,Veg Pizza,8,Margherita,30,135,New Mexico,51
505,1/3/2017,105,24,Veg Pizza,9,Veggie Loaded,15,189,New Mexico,90
505,1/3/2017,54,81,Veg Burger,3,Veg Char Grilled,-99,318,New Mexico,153
505,1/3/2017,216,45,Veg Burger,2,Veggie Delight,78,357,New Mexico,138
405,1/3/2017,375,81,NonVeg Burger,4,Crispy Chicken,222,642,Oklahoma,153
918,1/3/2017,96,15,NonVeg Burger,5,Chicken Fillet,45,159,Oklahoma,51
580,1/3/2017,378,81,NonVeg Burger,6,Chicken Char Grilled,204,630,Oklahoma,174
580,1/3/2017,198,60,Veg Pizza,8,Margherita,39,360,Oklahoma,159
405,1/3/2017,396,258,Veg Pizza,9,Veggie Loaded,51,681,Oklahoma,345
405,1/3/2017,141,24,Veg Burger,3,Veg Char Grilled,81,237,Oklahoma,60
918,1/3/2017,165,42,Veg Burger,2,Veggie Delight,87,294,Oklahoma,78
325,1/3/2017,324,69,NonVeg Burger,4,Crispy Chicken,162,540,Texas,162
936,1/3/2017,378,72,NonVeg Burger,5,Chicken Fillet,273,639,Texas,105
972,1/3/2017,351,66,NonVeg Burger,6,Chicken Char Grilled,252,594,Texas,99
214,1/3/2017,231,54,Veg Pizza,8,Margherita,93,402,Texas,138
281,1/3/2017,216,45,Veg Pizza,9,Veggie Loaded,105,363,Texas,111
214,1/3/2017,327,81,Veg Burger,3,Veg Char Grilled,210,579,Texas,117
940,1/3/2017,759,198,Veg Burger,2,Veggie Delight,498,1401,Texas,261
435,1/3/2017,210,39,NonVeg Burger,4,Crispy Chicken,135,354,Utah,75
801,1/3/2017,186,45,NonVeg Burger,5,Chicken Fillet,102,330,Utah,84
435,1/3/2017,216,39,NonVeg Burger,6,Chicken Char Grilled,141,363,Utah,75
435,1/3/2017,312,96,Veg Burger,3,Veg Char Grilled,114,567,Utah,198
435,1/3/2017,192,39,Veg Pizza,8,Margherita,84,321,Utah,108
435,1/3/2017,216,45,Veg Pizza,9,Veggie Loaded,78,357,Utah,138
801,1/3/2017,54,81,Veg Pizza,10,My Own Veg,-96,318,Utah,150
801,1/3/2017,189,120,NonVeg Pizza,11,Spicy Chicken,-21,321,Utah,210
435,1/3/2017,147,33,NonVeg Pizza,12,Chicken Loaded,30,255,Utah,117
435,1/3/2017,126,36,NonVeg Pizza,13,Pepperoni,-12,225,Utah,138
435,1/3/2017,267,66,Veg Burger,1,Crispy Veg,135,489,Utah,132
801,1/3/2017,213,51,Veg Burger,2,Veggie Delight,78,372,Utah,135
760,1/3/2017,717,198,NonVeg Burger,4,Crispy Chicken,447,1434,California,270
323,1/3/2017,519,339,NonVeg Burger,5,Chicken Fillet,81,894,California,438
916,1/3/2017,972,240,NonVeg Burger,6,Chicken Char Grilled,633,1701,California,339
650,1/3/2017,-81,150,Veg Burger,3,Veg Char Grilled,-363,381,California,282
562,1/3/2017,417,78,Veg Pizza,8,Margherita,303,702,California,114
213,1/3/2017,759,198,Veg Pizza,9,Veggie Loaded,495,1401,California,264
562,1/3/2017,327,81,Veg Pizza,10,My Own Veg,207,579,California,120
415,1/3/2017,378,72,NonVeg Pizza,11,Spicy Chicken,273,639,California,105
951,1/3/2017,351,66,NonVeg Pizza,12,Chicken Loaded,252,594,California,99
415,1/3/2017,324,69,NonVeg Pizza,13,Pepperoni,162,540,California,162
925,1/3/2017,48,102,Veg Burger,1,Crispy Veg,-123,375,California,171
707,1/3/2017,1215,282,Veg Burger,2,Veggie Delight,777,2025,California,438
775,1/3/2017,129,0,NonVeg Burger,4,Crispy Chicken,93,129,Nevada,36
775,1/3/2017,81,15,NonVeg Burger,5,Chicken Fillet,30,135,Nevada,51
775,1/3/2017,75,12,NonVeg Burger,6,Chicken Char Grilled,30,123,Nevada,45
702,1/3/2017,105,24,Veg Burger,3,Veg Char Grilled,18,189,Nevada,87
775,1/3/2017,519,339,Veg Pizza,8,Margherita,81,894,Nevada,438
702,1/3/2017,639,150,Veg Pizza,9,Veggie Loaded,357,1101,Nevada,282
702,1/3/2017,474,102,Veg Pizza,10,My Own Veg,306,801,Nevada,168
702,1/3/2017,972,240,NonVeg Pizza,11,Spicy Chicken,636,1701,Nevada,336
702,1/3/2017,717,198,NonVeg Pizza,12,Chicken Loaded,444,1434,Nevada,273
775,1/3/2017,-735,279,NonVeg Pizza,13,Pepperoni,-1020,96,Nevada,381
702,1/3/2017,126,36,Veg Burger,2,Veggie Delight,-12,225,Nevada,138
541,1/3/2017,213,66,NonVeg Burger,4,Crispy Chicken,45,387,Oregon,168
971,1/3/2017,231,54,NonVeg Burger,5,Chicken Fillet,96,402,Oregon,135
971,1/3/2017,489,135,NonVeg Burger,6,Chicken Char Grilled,282,975,Oregon,207
503,1/3/2017,216,45,Veg Burger,3,Veg Char Grilled,102,363,Oregon,114
541,1/3/2017,165,30,Veg Pizza,8,Margherita,99,276,Oregon,66
971,1/3/2017,165,42,Veg Pizza,9,Veggie Loaded,87,294,Oregon,78
971,1/3/2017,96,15,NonVeg Pizza,11,Spicy Chicken,48,159,Oregon,48
503,1/3/2017,378,81,NonVeg Pizza,12,Chicken Loaded,204,630,Oregon,174
541,1/3/2017,375,81,NonVeg Pizza,13,Pepperoni,222,642,Oregon,153
503,1/3/2017,219,141,Veg Burger,1,Crispy Veg,-9,375,Oregon,228
503,1/3/2017,261,60,Veg Burger,2,Veggie Delight,72,447,Oregon,189
253,1/3/2017,189,48,NonVeg Burger,4,Crispy Chicken,105,336,Washington,84
253,1/3/2017,198,60,NonVeg Burger,5,Chicken Fillet,36,360,Washington,162
425,1/3/2017,252,66,NonVeg Burger,6,Chicken Char Grilled,120,465,Washington,132
206,1/3/2017,396,258,Veg Burger,3,Veg Char Grilled,48,681,Washington,348
206,1/3/2017,558,120,Veg Pizza,8,Margherita,345,927,Washington,213
360,1/3/2017,147,27,Veg Pizza,9,Veggie Loaded,87,246,Washington,60
206,1/3/2017,315,57,NonVeg Pizza,11,Spicy Chicken,186,501,Washington,129
253,1/3/2017,231,48,NonVeg Pizza,12,Chicken Loaded,114,387,Washington,117
206,1/3/2017,261,171,NonVeg Pizza,13,Pepperoni,0,450,Washington,261
206,1/3/2017,267,57,Veg Burger,2,Veggie Delight,144,450,Washington,123
720,1/4/2017,396,75,Veg Burger,1,Crispy Veg,288,669,Colorado,108
970,1/4/2017,300,75,Veg Burger,2,Veggie Delight,189,534,Colorado,111
303,1/4/2017,201,60,NonVeg Pizza,11,Spicy Chicken,39,363,Colorado,162
719,1/4/2017,225,57,NonVeg Pizza,12,Chicken Loaded,102,414,Colorado,123
303,1/4/2017,180,45,NonVeg Pizza,13,Pepperoni,96,318,Colorado,84
720,1/4/2017,351,66,NonVeg Burger,5,Chicken Fillet,252,594,Colorado,99
719,1/4/2017,306,66,NonVeg Burger,6,Chicken Char Grilled,144,510,Colorado,162
303,1/4/2017,435,84,Veg Burger,3,Veg Char Grilled,315,735,Colorado,120
303,1/4/2017,489,135,Veg Pizza,8,Margherita,282,975,Colorado,207
719,1/4/2017,219,141,Veg Pizza,9,Veggie Loaded,-12,375,Colorado,231
719,1/4/2017,222,54,Veg Pizza,10,My Own Veg,87,387,Colorado,135
217,1/4/2017,795,189,Veg Burger,2,Veggie Delight,468,1368,Illinois,327
815,1/4/2017,351,66,NonVeg Pizza,11,Spicy Chicken,249,594,Illinois,102
630,1/4/2017,306,66,NonVeg Pizza,12,Chicken Loaded,147,510,Illinois,159
217,1/4/2017,1005,249,NonVeg Burger,5,Chicken Fillet,660,1761,Illinois,345
217,1/4/2017,717,198,NonVeg Burger,6,Chicken Char Grilled,447,1434,Illinois,270
309,1/4/2017,534,117,Veg Burger,3,Veg Char Grilled,348,903,Illinois,186
224,1/4/2017,396,75,Veg Pizza,8,Margherita,285,669,Illinois,111
224,1/4/2017,300,75,Veg Pizza,9,Veggie Loaded,186,534,Illinois,114
618,1/4/2017,435,84,Veg Pizza,10,My Own Veg,318,735,Illinois,117
515,1/4/2017,84,15,Veg Burger,1,Crispy Veg,33,141,Iowa,51
319,1/4/2017,717,198,NonVeg Pizza,11,Spicy Chicken,444,1434,Iowa,273
515,1/4/2017,954,294,NonVeg Pizza,12,Chicken Loaded,558,1734,Iowa,396
563,1/4/2017,78,12,NonVeg Burger,5,Chicken Fillet,30,129,Iowa,48
712,1/4/2017,129,0,NonVeg Burger,6,Chicken Char Grilled,96,129,Iowa,33
515,1/4/2017,99,24,Veg Burger,2,Veggie Delight,9,183,Iowa,90
319,1/4/2017,84,18,Veg Burger,3,Veg Char Grilled,27,147,Iowa,57
563,1/4/2017,1005,249,Veg Pizza,8,Margherita,660,1761,Iowa,345
319,1/4/2017,534,117,Veg Pizza,9,Veggie Loaded,345,903,Iowa,189
636,1/4/2017,153,36,NonVeg Pizza,11,Spicy Chicken,33,264,Missouri,120
314,1/4/2017,108,33,NonVeg Pizza,12,Chicken Loaded,-27,195,Missouri,135
573,1/4/2017,132,39,NonVeg Pizza,13,Pepperoni,-6,237,Missouri,138
660,1/4/2017,204,39,NonVeg Burger,5,Chicken Fillet,129,345,Missouri,75
573,1/4/2017,201,36,NonVeg Burger,6,Chicken Char Grilled,132,336,Missouri,69
573,1/4/2017,294,90,Veg Burger,2,Veggie Delight,105,534,Missouri,189
660,1/4/2017,273,69,Veg Burger,3,Veg Char Grilled,141,501,Missouri,132
314,1/4/2017,189,120,Veg Pizza,8,Margherita,-18,321,Missouri,207
660,1/4/2017,120,84,Veg Pizza,9,Veggie Loaded,-36,399,Missouri,156
740,1/4/2017,402,87,NonVeg Pizza,11,Spicy Chicken,219,666,Ohio,183
937,1/4/2017,465,102,NonVeg Pizza,12,Chicken Loaded,291,801,Ohio,174
567,1/4/2017,489,135,NonVeg Burger,5,Chicken Fillet,279,975,Ohio,210
419,1/4/2017,201,60,NonVeg Burger,6,Chicken Char Grilled,39,363,Ohio,162
740,1/4/2017,222,54,Veg Burger,1,Crispy Veg,84,387,Ohio,138
513,1/4/2017,192,39,Veg Burger,2,Veggie Delight,81,321,Ohio,111
513,1/4/2017,219,141,Veg Burger,3,Veg Char Grilled,-9,375,Ohio,228
216,1/4/2017,96,15,Veg Pizza,8,Margherita,48,159,Ohio,48
614,1/4/2017,135,24,Veg Pizza,9,Veggie Loaded,78,225,Ohio,57
262,1/4/2017,204,42,NonVeg Pizza,11,Spicy Chicken,93,342,Wisconsin,111
414,1/4/2017,261,171,NonVeg Pizza,12,Chicken Loaded,3,450,Wisconsin,258
715,1/4/2017,246,63,NonVeg Burger,5,Chicken Fillet,117,453,Wisconsin,129
715,1/4/2017,174,42,NonVeg Burger,6,Chicken Char Grilled,96,309,Wisconsin,78
920,1/4/2017,210,63,Veg Burger,1,Crispy Veg,48,381,Wisconsin,162
715,1/4/2017,396,258,Veg Burger,2,Veggie Delight,51,681,Wisconsin,345
414,1/4/2017,336,81,Veg Burger,3,Veg Char Grilled,174,585,Wisconsin,162
262,1/4/2017,252,45,Veg Pizza,8,Margherita,138,399,Wisconsin,114
608,1/4/2017,216,39,Veg Pizza,9,Veggie Loaded,141,363,Wisconsin,75
203,1/4/2017,204,39,NonVeg Pizza,11,Spicy Chicken,129,345,Connecticut,75
475,1/4/2017,111,21,NonVeg Pizza,13,Pepperoni,54,186,Connecticut,57
860,1/4/2017,261,171,NonVeg Burger,5,Chicken Fillet,0,450,Connecticut,261
475,1/4/2017,204,48,NonVeg Burger,6,Chicken Char Grilled,72,357,Connecticut,132
203,1/4/2017,528,114,Veg Burger,2,Veggie Delight,321,876,Connecticut,207
959,1/4/2017,294,90,Veg Pizza,9,Veggie Loaded,102,534,Connecticut,192
860,1/4/2017,273,69,Veg Pizza,10,My Own Veg,138,501,Connecticut,135
904,1/4/2017,153,27,NonVeg Pizza,11,Spicy Chicken,90,255,Florida,63
754,1/4/2017,216,39,NonVeg Pizza,13,Pepperoni,141,363,Florida,75
786,1/4/2017,396,258,NonVeg Burger,5,Chicken Fillet,51,681,Florida,345
904,1/4/2017,336,81,NonVeg Burger,6,Chicken Char Grilled,174,585,Florida,162
305,1/4/2017,402,87,Veg Burger,2,Veggie Delight,219,666,Florida,183
561,1/4/2017,465,102,Veg Burger,3,Veg Char Grilled,294,801,Florida,171
305,1/4/2017,174,42,Veg Pizza,8,Margherita,93,309,Florida,81
305,1/4/2017,210,63,Veg Pizza,9,Veggie Loaded,45,381,Florida,165
754,1/4/2017,246,63,Veg Pizza,10,My Own Veg,117,453,Florida,129
781,1/4/2017,135,24,NonVeg Pizza,11,Spicy Chicken,78,225,Massachusetts,57
781,1/4/2017,96,15,NonVeg Pizza,13,Pepperoni,48,159,Massachusetts,48
617,1/4/2017,195,141,NonVeg Burger,5,Chicken Fillet,-36,351,Massachusetts,231
351,1/4/2017,489,135,NonVeg Burger,7,Mutton Char Grilled,282,975,Massachusetts,207
774,1/4/2017,1353,66,Veg Burger,2,Veggie Delight,1191,1557,Massachusetts,162
508,1/4/2017,201,60,Veg Pizza,9,Veggie Loaded,39,363,Massachusetts,162
603,1/4/2017,84,15,NonVeg Pizza,11,Spicy Chicken,36,141,New Hampshire,48
603,1/4/2017,129,0,NonVeg Pizza,13,Pepperoni,96,129,New Hampshire,33
603,1/4/2017,189,120,NonVeg Burger,5,Chicken Fillet,-18,321,New Hampshire,207
603,1/4/2017,108,33,NonVeg Burger,7,Mutton Char Grilled,-27,195,New Hampshire,135
603,1/4/2017,216,45,Veg Burger,1,Crispy Veg,99,363,New Hampshire,117
603,1/4/2017,225,48,Veg Burger,2,Veggie Delight,81,375,New Hampshire,144
603,1/4/2017,132,39,Veg Pizza,9,Veggie Loaded,-9,237,New Hampshire,141
585,1/4/2017,435,84,NonVeg Pizza,11,Spicy Chicken,315,735,New York,120
631,1/4/2017,396,75,NonVeg Pizza,12,Chicken Loaded,285,669,New York,111
212,1/4/2017,351,66,NonVeg Pizza,13,Pepperoni,249,594,New York,102
914,1/4/2017,-177,339,NonVeg Burger,5,Chicken Fillet,-615,198,New York,438
516,1/4/2017,975,198,NonVeg Burger,7,Mutton Char Grilled,705,1692,New York,270
631,1/4/2017,1284,297,Veg Burger,2,Veggie Delight,828,2136,New York,456
631,1/4/2017,1134,294,Veg Pizza,9,Veggie Loaded,741,1914,New York,393
718,1/4/2017,-60,192,Veg Pizza,10,My Own Veg,-315,567,New York,255
985,1/4/2017,261,171,NonVeg Burger,4,Crispy Chicken,3,450,Louisiana,258
225,1/4/2017,252,45,NonVeg Burger,5,Chicken Fillet,135,399,Louisiana,117
225,1/4/2017,204,42,NonVeg Burger,6,Chicken Char Grilled,93,342,Louisiana,111
985,1/4/2017,201,51,Veg Pizza,8,Margherita,114,357,Louisiana,87
337,1/4/2017,294,90,Veg Pizza,9,Veggie Loaded,105,534,Louisiana,189
504,1/4/2017,153,27,Veg Burger,2,Veggie Delight,90,258,Louisiana,63
318,1/4/2017,216,39,Veg Burger,3,Veg Char Grilled,144,363,Louisiana,72
505,1/4/2017,108,33,NonVeg Burger,4,Crispy Chicken,-27,195,New Mexico,135
505,1/4/2017,189,120,NonVeg Burger,5,Chicken Fillet,-18,321,New Mexico,207
505,1/4/2017,153,36,NonVeg Burger,6,Chicken Char Grilled,36,264,New Mexico,117
505,1/4/2017,84,15,Veg Pizza,8,Margherita,36,141,New Mexico,48
505,1/4/2017,99,24,Veg Pizza,9,Veggie Loaded,9,183,New Mexico,90
505,1/4/2017,225,48,Veg Burger,2,Veggie Delight,81,375,New Mexico,144
505,1/4/2017,120,84,Veg Burger,3,Veg Char Grilled,-33,399,New Mexico,153
